"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19850125006229I","25-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","LOCKHEED","L-188 ELECTRA","A","ZANTOP INTERNATIONAL AIRLINES INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","UNKNOWN","281F","0","0","ALLSN","501D13","501D","","AIRLINE TRANSPORT","","0","0","0"
"19850127010729I","27-JAN-85","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28RT","PA-28RT-201","","INSTRUCTION","GENERAL OPERATING RULES","NONE","291CC","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","920","400","125","75"
"19850130004699I","30-JAN-85","BEDFORD","MA","","INCIDENT","","FCD/PREC LDG FROM CRUISE","HUGHES","HU-369","HU-369-HS","","EXECUTIVE","GENERAL OPERATING RULES","UNKNOWN","3280K","0","0","","","","1","UNKNOWN/FOREIGN","","0","0","0"
"19850130004799I","30-JAN-85","BOSTON","MA","GARDNER MUNI","INCIDENT","","NORMAL CRUISE","LOCKHEED","L-188 ELECTRA","C","ZANTOP INTERNATIONAL AIRLINES INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","340HA","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19850202006589I","02-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","LOCKHEED","L-188 ELECTRA","C","GALAXY AIRLINES INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","853U","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19850204010409I","04-FEB-85","MARLBORO","MA","MARLBORO","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","NONE","44854","0","0","LYC","O320B2B","O320","1","PRIVATE PILOT","98","6","2","2"
"19850204012349I","04-FEB-85","NEW BEDFORD","MA","NEW BEDFORD MUNI","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","EMBRAER","EMB-110 BANDEIRANTE","P1","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","90PB","0","0","","","","2","COMMERCIAL PILOT","","0","0","0"
"19850205008339I","05-FEB-85","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","CE-402-C","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","121PB","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19850207008309I","07-FEB-85","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-31","PA-31-350","WILLS AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","54269","0","0","LYC","TIO540J2BD","O540","2","COMMERCIAL PILOT","","0","0","0"
"19850207008329I","07-FEB-85","NEW BEDFORD","MA","NEW BEDFORD MUNI","INCIDENT","","TO ABORTED (FIXED WING)","CESSNA","CE-402","CE-402-C","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","121PB","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19850213008369I","13-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8948E","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19850213008729I","13-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","SHORTS-BOMBARDIER","330","","ALLEGHENY COMMUTER AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","799SA","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19850214010469I","14-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","NORMAL CRUISE","ENSTRM","ENSTRM-F28","ENSTRM-F28-A","","OTHER","GENERAL OPERATING RULES","NONE","203Q","0","0","","","","1","COMMERCIAL PILOT","10515","2300","280","280"
"19850215008289I","15-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-402","CE-402-C","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","UNKNOWN","78897","0","0","","","","2","COMMERCIAL PILOT","","0","0","0"
"19850226009129I","26-FEB-85","BEDFORD","MA","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BEECH","BE-23","BE-23-C24R","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","67197","0","0","","","","1","","","0","0","0"
"19850226010659I","26-FEB-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","BNORM","BN-2A","BN-2A-MK3","WILLS AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","411WA","0","0","LYC","O540E4C5","O540","3","AIRLINE TRANSPORT","21500","247","276","247"
"19850228024999I","28-FEB-85","BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","GULSTM","GA-114","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","1907J","0","0","","","","1","PRIVATE PILOT","1300","400","26","0"
"19850304024949I","04-MAR-85","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","CLIMB","BNORM","BN-2A","BN-2A-MK3","WILLS AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","624BN","0","0","","","","3","AIRLINE TRANSPORT","8400","225","225","225"
"19850314017769I","14-MAR-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","BOEING","727","200","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","297WS","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19850318015439I","18-MAR-85","ANDOVER","MA","LAWRENCE MUNI","INCIDENT","","POWER OFF RUN LAND (AUTOROTATION)","HUGHES","HU-369","HU-369-HS","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","NONE","105FM","0","0","ALLSN","250C18B","250C","1","COMMERCIAL PILOT","2900","2000","150","150"
"19850413017239I","13-APR-85","BEDFORD","MA","LAWRENCE MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28R","PA-28R-200","","PERSONAL","GENERAL OPERATING RULES","NONE","5041T","0","0","","","","1","COMMERCIAL PILOT","700","300","25","25"
"19850414020149I","14-APR-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","200","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","269US","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19850420033619I","20-APR-85","WORCESTER","MA","WORCESTER RGNL","INCIDENT","","NORMAL CRUISE","BOLKMS","BO-105","BO-105-S","","BUSINESS","GENERAL OPERATING RULES","NONE","105LF","0","0","ALLSN","250C20B","250C","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4055","200","40","40"
"19850504030709I","04-MAY-85","HYANNIS","MA","","INCIDENT","MINOR","STARTING ENGINES","BEECH","BE-35","BE-35-K35","","PERSONAL","GENERAL OPERATING RULES","NONE","9504R","0","0","","","","1","PRIVATE PILOT","280","165","30","25"
"19850602034379I","02-JUN-85","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","33532","0","0","","","","1","STUDENT","97","38","12","12"
"19850613035559I","13-JUN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","BOEING","727","","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","6819","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19850701038149I","01-JUL-85","TEWKSBURY","MA","TEW MAC","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-K","","PERSONAL","GENERAL OPERATING RULES","NONE","231AX","0","0","","","","1","PRIVATE PILOT","160","70","25","25"
"19850701040969I","01-JUL-85","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","5403F","0","0","LYC","O320E3D","O320","1","STUDENT","65","37","11","8"
"19850702077559I","02-JUL-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","963VJ","0","0","","","","2","AIRLINE TRANSPORT","18000","4380","150","150"
"19850709043119I","09-JUL-85","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LAKE","LA-4","LA-4-200","","INSTRUCTION","GENERAL OPERATING RULES","NONE","8012D","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1450","60","50","50"
"19850714054959I","14-JUL-85","NORWOOD","MA","INDEPENDENCE MEMORIAL","INCIDENT","","FINAL APPROACH","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","47138","0","0","","","","0","PRIVATE PILOT","20","20","5","5"
"19850715052329I","15-JUL-85","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","SUBSTANTIAL","LEVEL OFF TOUCHDOWN","CESSNA","CE-210","CE-210-P210N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","731KK","0","0","","","","1","COMMERCIAL PILOT","6000","410","40","40"
"19850728053679I","28-JUL-85","NORWOOD","MA","NORWOOD MUNI","INCIDENT","","IN TRAFFIC PATTERN-CIRCLING","PIPER","PA-38","PA-38-112","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","2418K","0","0","","","","1","STUDENT","","0","0","0"
"19850802060649I","02-AUG-85","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BEECH","BE-23","BE-23-C23","","PERSONAL","GENERAL OPERATING RULES","NONE","6715X","0","0","","","","1","PRIVATE PILOT","","0","0","0"
"19850802060739I","02-AUG-85","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","","LEVEL OFF TOUCHDOWN","ROBSIN","R-22","","","PERSONAL","GENERAL OPERATING RULES","NONE","321AD","0","0","","","","1","PRIVATE PILOT","","0","0","0"
"19850809046129I","09-AUG-85","WESTFIELD","MA","BARNES MUNI","INCIDENT","","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","NONE","6284J","0","0","LYC","O320E2D","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2350","1000","60","60"
"19850810054849I","10-AUG-85","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","EMBRAER","EMB-110 BANDEIRANTE","P1","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","91PB","0","0","","","","2","AIRLINE TRANSPORT","6500","950","250","150"
"19850826067109I","26-AUG-85","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","","IN TRAFFIC PATTERN-CIRCLING","MBB","BK117","BK117-A1","","BUSINESS","GENERAL OPERATING RULES","NONE","271","0","0","","","","2","UNKNOWN/FOREIGN","","0","0","0"
"19850828050589I","28-AUG-85","EAST LONGMEADOW","MA","WESTFIELD-BARNES RGNL","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","","","OTHER","GENERAL OPERATING RULES","NONE","51163","0","0","CONT","O200A","O200","1","PRIVATE PILOT","75","20","7","0"
"19850903051879I","03-SEP-85","HOLDEN","MA","GARDNER MUNI","INCIDENT","","NORMAL CRUISE","CESSNA","CE-303","CE-303-T303","","PERSONAL","GENERAL OPERATING RULES","NONE","2275C","0","0","CONT","TSIO520AE","O520","2","AIRLINE TRANSPORT","11000","28","175","28"
"19850904049599I","04-SEP-85","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","NONE","49158","0","0","","","","1","COMMERCIAL PILOT","4000","6","6","6"
"19850904056729I","04-SEP-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BOEING","747","200B","AIR FRANCE","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","4544F","0","0","","","","4","UNKNOWN/FOREIGN","","0","0","0"
"19850909057409I","09-SEP-85","NEW BEDFORD","MA","","INCIDENT","","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","GULL AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","282PB","0","0","","","","2","AIRLINE TRANSPORT","5300","600","300","300"
"19850910061449I","10-SEP-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BNORM","BN-2A","BN-2A-MK3","WILLS AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","411WA","0","0","","","","3","AIRLINE TRANSPORT","2395","1510","195","195"
"19850917052309I","17-SEP-85","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-F","","PERSONAL","GENERAL OPERATING RULES","NONE","2932L","0","0","","","","1","PRIVATE PILOT","425","225","50","50"
"19850918065249I","18-SEP-85","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BEECH","BE-58","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","13AK","0","0","","","","2","PRIVATE PILOT","5950","3000","50","50"
"19850922058889I","22-SEP-85","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RUTAN","VARIEZE","","","PERSONAL","GENERAL OPERATING RULES","NONE","115JT","0","0","CONT","O200A","O200","1","PRIVATE PILOT","1750","30","200","30"
"19850929052989I","29-SEP-85","WESTFIELD","MA","WESTFIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GULSTM","GA-AA","GA-AA-5","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5813L","0","0","LYC","O320E2G","O320","1","STUDENT","26","6","26","6"
"19851002061659I","02-OCT-85","BEDFORD","MA","","INCIDENT","","ENGINE RUN-UP","CESSNA","CE-172","CE-172-M","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","61992","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","990","200","300","50"
"19851002069329I","02-OCT-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","727","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","NR376","0","0","","","","3","AIRLINE TRANSPORT","10485","6305","81","0"
"19851007070899I","07-OCT-85","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","","IN TRAFFIC PATTERN-CIRCLING","CESSNA","CE-150","CE-150-J","","PERSONAL","GENERAL OPERATING RULES","NONE","50909","0","0","","","","1","PRIVATE PILOT","237","200","8","8"
"19851014060639I","14-OCT-85","NORWOOD","MA","NORWOOD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LAKE","LA-4","LA-4-200","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","8003Q","0","0","","","","1","PRIVATE PILOT","280","50","3","3"
"19851015064519I","15-OCT-85","NORWOOD","MA","NORWOOD MUNI","INCIDENT","","AERIAL TAXI, OTHER HELICOPTER","BELL","BHT-222","BHT-222-B","","EXECUTIVE","GENERAL OPERATING RULES","NONE","3179K","0","0","","","","2","COMMERCIAL PILOT","","0","0","0"
"19851029069149I","29-OCT-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","4530P","0","0","","","","2","PRIVATE PILOT","500","100","10","10"
"19851109070799I","09-NOV-85","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-310","CE-310-Q","","BUSINESS","GENERAL OPERATING RULES","NONE","7953Q","0","0","","","","2","COMMERCIAL PILOT","3400","75","25","25"
"19851113068259I","13-NOV-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GO ROUND (ABORTED VISUAL FLIGHT RULES)","PIPER","PA-34","PA-34-200T","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8147F","0","0","","","","2","PRIVATE PILOT","1000","300","56","56"
"19851118068959I","18-NOV-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94253","0","0","","","","2","AIRLINE TRANSPORT","31100","4825","175","140"
"19851124057999I","24-NOV-85","MERRIMACK","MA","LAWRENCE MUNI","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","GULSTM","GA-AA","GA-AA-1B","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","9888L","0","0","LYC","O235C2C","O235","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3000","2000","15","10"
"19851124072299I","24-NOV-85","PITTSFIELD","MA","PITTSFIELD MUNI","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","LEARJET-BOMBARDIER","LEARJET 25","D","CONN AIRE INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","744LC","0","0","","","","2","AIRLINE TRANSPORT","5135","1400","125","125"
"19851130071189I","30-NOV-85","NEWBURYPORT","MA","PLUM ISLAND","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","716RL","0","0","LYC","O320E3D","O320","1","PRIVATE PILOT","303","40","12","5"
"19851204070879I","04-DEC-85","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","DOUG","DC-3","","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","139PB","0","0","","","","2","AIRLINE TRANSPORT","6800","3600","97","20"
"19851207066369I","07-DEC-85","EAST LONGMEADOW","MA","WESTOVER ARB/METROPOLITAN","INCIDENT","","NORMAL CRUISE","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","68988","0","0","","","","1","STUDENT","46","4","6","4"
"19851210062659I","10-DEC-85","WESTFIELD","MA","BARNES MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-36","BE-36-A36TC","AIRPARK AVIATION INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3807X","0","0","CONT","TSIO520UB","O520","1","COMMERCIAL PILOT","2250","450","175","15"
"19851223070809I","23-DEC-85","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","CESSNA","CE-402","","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6837Y","0","0","","","","2","AIRLINE TRANSPORT","10800","1311","224","164"
"19860108038729I","08-JAN-86","TAUNTON","MA","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-172","CE-172-D","","INSTRUCTION","GENERAL OPERATING RULES","NONE","2848U","0","0","CONT","O300D","O300","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","820","340","60","30"
"19860217010429I","17-FEB-86","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","GULSTM","GA-690","GA-690-B","NORTH ATLANTIC AIR INC","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","81523","0","0","ARSRCH","TPE3315","TPE331","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","9720","2800","","120"
"19860218014629I","18-FEB-86","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-34","PA-34-200","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","15412","0","0","","","","2","COMMERCIAL PILOT","4200","200","125","20"
"19860225009439I","25-FEB-86","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-9","51","REPUBLIC AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","777NC","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19860225048179I","25-FEB-86","GARDNER","MA","","INCIDENT","","CLIMB","MITSUBISHI","MU-2B","MU-2B-20","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","866Q","0","0","","","","2","PRIVATE PILOT","0","0","0","0"
"19860226033159I","26-FEB-86","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-172","CE-172-RG","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6140R","0","0","","","","1","COMMERCIAL PILOT","2000","600","90","60"
"19860302009349I","02-MAR-86","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-10","10","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","68041","0","0","GE","CF6*","CF6","3","AIRLINE TRANSPORT","","","",""
"19860305021679I","05-MAR-86","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5282B","0","0","","","","1","STUDENT","29","29","11","11"
"19860308014729I","08-MAR-86","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","GULL AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","6875D","0","0","","","","2","AIRLINE TRANSPORT","3500","1100","270","270"
"19860326086489I","26-MAR-86","BOSTON","MA","LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","727","200","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","52311","0","2","","","","3","AIRLINE TRANSPORT","7792","702","0","0"
"19860405019159I","05-APR-86","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5088Q","0","0","","","","1","STUDENT","17","17","9","9"
"19860414025509I","14-APR-86","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","96637","0","0","","","","1","PRIVATE PILOT","72","57","57","57"
"19860425041299I","25-APR-86","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BOEING","727","200","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","257US","0","0","","","","3","AIRLINE TRANSPORT","14000","11000","200","200"
