,AIDS Report Number,Event City,Aircraft Make,Aircraft Model,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Total Fatalities,Total Injuries,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model
1847,20121017023169I,BEVERLY,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,69.0,69.0
1848,20121019022999I,NANTUCKET,CESSNA,CE-560,,AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT,8765.0,394.0
1849,20121117025779I,MARSHFIELD,BEECH,BE-36,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1500.0,1000.0
1850,20121121026459I,HYANNIS,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4840.0,547.8739469578783
1851,20121206027439I,BOSTON,AIRBUS,A330,,FOREIGN AIR CARRIER,,0,0,AIRLINE TRANSPORT,14950.0,1200.0
1852,20121227027559I,BEDFORD,RAYTHEON,BEECHJET 400,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7853.0,1836.0
1853,20130124001259I,WESTFIELD,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11887.0,1500.0
1854,20130624010649I,LAWRENCE,BEECH,BE-60,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000.0,100.0
1855,20130702010639I,PROVINCETOWN,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3880.0,1405.0
1856,20130709017229I,BEVERLY,CESSNA,CE-421,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,647.0,55.0
1857,20130803013799I,NANTUCKET,CIRRUS,CIRRUS-SR,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,4295.0,16.0
1858,20130815015989I,PROVINCETOWN,MOONEY,M-20,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2493.0,1110.0
1859,20130821017289I,NANTUCKET,ROCKWELL,,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,6500.0,2520.0
1860,20130824016859I,PLYMOUTH,BLANCA,BL-7,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,1541.0,562.0
1861,20130830016799I,WESTFIELD,PIPER,PA-28,,PILOT SCHOOLS,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3500.0,20.0
1862,20130911016769I,BOSTON,MCDONNELL-DOUGLAS-BOEING,MD-80,,AIR CARRIER/COMMERCIAL,,0,0,,2824.522308892356,547.8739469578783
1863,20130928019389I,BEDFORD,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2200.0,50.0
1864,20130929019589I,BEDFORD,DE HAVILLAND-BOMBARDIER,,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,10200.0,350.0
1865,20130930019879I,MARLBOROUGH,PIPER,PA-11,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6600.0,20.0
1866,20131005024349I,BEDFORD,PIPER,PA-23,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1867,20131014020749I,BEDFORD,DIAMOND,DIAMOND-40,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,700.0,350.0
1868,20131016019049I,BEVERLY,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,900.0,1.0
1869,20131029024289I,PLYMOUTH,PIPER,PA-18,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,18000.0,2500.0
1870,20131115025299I,MARLBOROUGH,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2000.0,1000.0
1871,20131226023959I,LAWRENCE,PIPER,PA-23,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3200.0,800.0
1872,20140115001249I,BEVERLY,BLANCA,BL-7,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,850.0,35.0
1873,20140222001039I,NORWOOD,CESSNA,CE-182,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,173.0,15.0
1874,20140306003559I,GREAT BARRINGTON,PIPER,PA-J3C,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,32000.0,300.0
1875,20140420004169I,NORTHAMPTON,PIPER,PA-18,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,637.0,68.0
1876,20140420004519I,HANSON,PIPER,PA-28R,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,598.0,22.0
1877,20140601008069I,FITCHBURG,MRCHTI,F-260,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,400.0,300.0
1878,20140607007799I,BEVERLY,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,STUDENT,57.0,57.0
1879,20140609008041I,BOSTON,BOEING,737,,AIR CARRIER/COMMERCIAL,,0,0,,2824.522308892356,547.8739469578783
1880,20140622012109I,HYANNIS,CIRRUS,CIRRUS-SR,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1500.0,750.0
1881,20140622012119I,BOSTON,BEECH,BE-300,,AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6300.0,118.0
1882,20140629012069I,PLYMOUTH,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1883,20140808014499I,NANTUCKET,VANS,RV-8,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,16000.0,480.0
1884,20140817014289I,PEPPERELL,,,,PARACHUTE JUMPING,,1,0,,2824.522308892356,547.8739469578783
1885,20140831016859I,BOSTON,BEECH,BE-90,,AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10470.0,1800.0
1886,20140924016969I,NANTUCKET,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,0,,2824.522308892356,547.8739469578783
1887,20140928018119I,MARSTONS MILLS,CESSNA,CE-182,,PARACHUTE JUMPING,,2,0,,2824.522308892356,547.8739469578783
1888,20140929020929I,BOSTON,CESSNA,CE-402,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1500.0,547.8739469578783
1889,20141013019049I,NEW BEDFORD,BEECH,BE-35,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,5600.0,1500.0
1890,20141019020619I,BEVERLY,PIPER,PA-23,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1891,20141110020139I,BARNSTABLE,BEECH,BE-35,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1892,20141214021959I,NORWOOD,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT FLIGHT INSTRUCTOR,1694.0,163.0
1893,20150117001399I,BEDFORD,CESSNA,CE-172,,PILOT SCHOOLS,,0,0,PRIVATE PILOT FLIGHT INSTRUCTOR,500.0,300.0
1894,20150408004789I,MARSHFIELD,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,1,COMMERCIAL PILOT,850.0,500.0
1895,20150429004859I,MARTHAS VINEYARD,MOONEY,M-20,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8000.0,250.0
1896,20150512008379I,LAWRENCE,CESSNA,CE-180,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,162.0,35.0
1897,20150530007969I,,CESSNA,CE-340,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1898,20150626008319I,NANTUCKET,LEARJET-BOMBARDIER,LEARJET 31,,AIR TAXI/COMMUTER,,0,0,,2824.522308892356,547.8739469578783
1899,20150703011119I,MARLBORO,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,145.0,145.0
1900,20150713009389I,BOSTON,CESSNA,CE-182,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2770.0,2200.0
1901,20150803011679I,EDGARTOWN,PIPER,PA-32,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,3600.0,3300.0
1902,20150808011619I,PLYMOUTH,BLANCA,BL-7,,,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3100.0,60.0
1903,20151212021359I,WESTFIELD,EXTRA,EXTRA-EA,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1904,20160227001199I,CHATHAM,MOONEY,M-20,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1050.0,84.0
1905,20160301004389I,NANTUCKET,SONEX,,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
1906,20160305001369I,BEDFORD,BEECH,BE-36,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,3000.0,1200.0
1907,20160406004082I,STOW,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8375.0,6000.0
1908,20160421008649I,BOSTON,CIRRUS,CIRRUS-SR,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5400.0,500.0
1909,20160421025249I,MONTAGUE,BEAGLE,BEAGLE-206,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,2788.0,547.8739469578783
1910,20160511021029I,,CESSNA,CE-210,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3707.0,699.0
1911,20160701010239I,NANTUCKET,MOONEY,M-20,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,6253.0,547.8739469578783
1912,20160706012889I,EAST BRIDGEWATER,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,444.0,190.0
1913,20160711011019I,PLYMOUTH,PIPER,PA-32,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,709.0,547.8739469578783
1914,20160720011349I,BEDFORD,PIPER,PA-28R,,PILOT SCHOOLS,,0,0,PRIVATE PILOT,746.0,547.8739469578783
1915,20160720011351I,BEDFORD,PIPER,PA-46,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,545.0,170.0
1916,20160730012639I,NORTH ANDOVER,BLANCA,BL-17,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,364.0,547.8739469578783
1917,20160806013439I,DANVERS,PIPER,PA-28,,,,0,0,,2824.522308892356,547.8739469578783
1918,20160905017539I,NANTUCKET,BEECH,BE-33,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,256.0,138.0
1919,20160910017119I,BEDFORD,BEECH,BE-35,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,1620.0,547.8739469578783
1920,20160925019609I,PLYMOUTH,DASSAULT AVIATION,FALCON 2000,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,9161.0,854.0
1921,20161014023849I,BEDFORD,MAULE,M-7,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,3500.0,1400.0
1922,20161027022709I,NANTUCKET,CESSNA,CE-402,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,9000.0,547.8739469578783
1923,20161203023929I,QUINCY,,,,PARACHUTE JUMPING,,0,1,,2824.522308892356,547.8739469578783
1924,20161204022719I,MARSHFIELD,RANS,,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,151.0,4.0
1925,20170103000012I,BEDFORD,CANADAIR-BOMBARDIER,CHALLENGER,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15000.0,700.0
1926,20170103000022I,BEDFORD,CANADAIR-BOMBARDIER,CHALLENGER,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10000.0,547.8739469578783
1927,20170212009489I,BEDFORD,GULFSTREAM AEROSPACE,,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,18293.0,51.0
1928,20170310002639I,BOSTON,BOEING,737,,AIR CARRIER/COMMERCIAL,,0,2,AIRLINE TRANSPORT,22000.0,547.8739469578783
1929,20170407023599I,BEDFORD,PIPER,PA-28R,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,467.0,17.0
1930,20170415012959I,MARTHAS VINEYARD,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,551.0,547.8739469578783
1931,20170502006029I,WORCESTER,PILATS,PC-12,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9291.0,2500.0
1932,20170527013119I,BEDFORD,PIPER,PA-28R,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,600.0,55.0
1933,20170604013199I,ORANGE,CESSNA,CE-337,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,4100.0,1380.0
1934,20170616013329I,NANTUCKET,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,0,PRIVATE PILOT FLIGHT INSTRUCTOR,1400.0,150.0
1935,20170628015219I,MARSHFIELD,RANS,,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,184.0,27.0
1936,20170816021189I,NORWOOD,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,STUDENT,22.0,22.0
1937,20171023020259I,BEDFORD,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,0,,2824.522308892356,547.8739469578783
1938,20171028021829I,PEPPERELL,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,,PARACHUTE JUMPING,,1,0,,2824.522308892356,547.8739469578783
1939,20180111000649I,BOSTON,AIRBUS,A319,,AIR CARRIER/COMMERCIAL,,0,0,,2824.522308892356,547.8739469578783
1940,20180115000869I,BOSTON,BOEING,737,,AIR CARRIER/COMMERCIAL,,0,0,AIRLINE TRANSPORT,18059.0,547.8739469578783
1941,20180314002529I,VINEYARD HAVEN,CESSNA,CE-402,,AIR TAXI/COMMUTER,,0,0,,2824.522308892356,547.8739469578783
1942,20180402003289I,BEDFORD,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,STUDENT,45.0,45.0
1943,19780122004199I,WINDSOR,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,260.0,200.0
1944,19780125004959I,TURNER,PIPER,PA-18,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,80.0,8.0
1945,19780201005149I,BANGOR,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,345.0,110.0
1946,19780209007859I,PRINCETON,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,31.0,31.0
1947,19780210005749I,AUGUSTA,BEECH,BE-58,EXECUTIVE,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,4100.0,400.0
1948,19780210005799I,PORTLAND,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,3214.0,2732.0
1949,19780217007199I,ELIOT,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,51.0,51.0
1950,19780218007249I,BANGOR,MCDONNELL-DOUGLAS-BOEING,DC-8,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1951,19780318008889I,OLD TOWN,STNSON,SR-10,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,150.0,5.0
1952,19780331012089I,BREWER,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,81.0,81.0
1953,19780402008719I,WATERVILLE,CESSNA,CE-140,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,150.0,22.0
1954,19780418013209I,MACHIAS,TCRAFT,19,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,6100.0,15.0
1955,19780504031969I,PORTLAND,CESSNA,CE-180,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,280.0,12.0
1956,19780524040019I,PORTLAND,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,900.0,15.0
1957,19780529041129I,BANGOR,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1958,19780609045239I,BANGOR,MCDONNELL-DOUGLAS-BOEING,DC-8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1959,19780726036589I,ELIOT,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,115.0,54.0
1960,19780728036829I,ROCKLAND,,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,825.0,15.0
1961,19780730047339I,ELIOT,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,100.0,50.0
1962,19780802047989I,SALSBURY COVE,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,330.0,133.0
1963,19780831038519I,AUGUSTA,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,0,0,COMMERCIAL PILOT,3455.0,1622.0
1964,19780901016689I,PORTLAND,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,STUDENT,41.0,41.0
1965,19780913017329I,AUGUSTA,TCRAFT,19,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,96.0,90.0
1966,19780916018999I,BANGOR,BOEING,707,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1967,19780918019609I,BANGOR,GULSTM,GA-AA,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,21.0,21.0
1968,19780922027219I,BANGOR,BOEING,747,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1969,19781017032909I,WISCASSET,PIPER,PA-31,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,11000.0,1500.0
1970,19781026028389I,BRUNSWICK,GULSTM,GA-112,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,655.0,27.0
1971,19781121026219I,BANGOR,CESSNA,CE-310,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,12600.0,4800.0
1972,19781126024509I,LIMINGTON,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1500.0,547.8739469578783
1973,19781213025079I,BANGOR,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1974,19781218023179I,PORTLAND,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1975,19781227020079I,AUGUSTA,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,,0,0,STUDENT,64.0,64.0
1976,19781229020989I,PORTLAND,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1977,19781230019969I,WISCASSET,MAULE,M-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1000.0,700.0
1978,19790111000589I,BANGOR,CESSNA,CE-210,OTHER,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,14000.0,300.0
1979,19790117002369I,BANGOR,BOEING,747,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1980,19790120002439I,WINDHAM,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,700.0,80.0
1981,19790121002959I,BANGOR,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1982,19790217006439I,WATERVILLE,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2168.0,600.0
1983,19790225007439I,BREWER,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,650.0,90.0
1984,19790301009769I,OLD TOWN,ERCO,ERCO-415,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,101.0,7.0
1985,19790324011129I,ELIOT,CESSNA,CE-152,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,72.0,72.0
1986,19790404013549I,PORTLAND,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1987,19790418024199I,OWLS HEAD,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,18.0,2.0
1988,19790419024299I,PORTLAND,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
1989,19790422024569I,BOWDOINHAM,TCRAFT,BL,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,70.0,10.0
1990,19790523027729I,CAMDEN,PIPER,PA-12,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,400.0,300.0
1991,19790530028509I,PORTLAND,GULSTM,GA-7,OTHER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,3100.0,10.0
1992,19790615016529I,TURNER,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,56.0,45.0
1993,19790619021589I,CORINTH,COMWTH,COMWTH-185,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,86.0,7.0
1994,19790627017379I,DEXTER,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2500.0,200.0
1995,19790707019929I,LONG LAKE,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,541.0,17.0
1996,19790721021019I,BANGOR,CONVAIR-GENERAL DYNAMICS,CV-22,EXECUTIVE,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,10894.0,3500.0
1997,19790809030499I,CARVER,PIPER,PA-31,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,703.0,3.0
1998,19790912035299I,HOULTON,CESSNA,CE-172,OTHER,PARACHUTE JUMPING,NONE,0,0,,2824.522308892356,547.8739469578783
1999,19791030053299I,BUCKSPORT,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,110.0,4.0
2000,19791127045789I,LIMERICK,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,260.0,130.0
2001,19791224000379I,ROCKLAND,CESSNA,CE-150,"ILLEGAL DRUG, STOLEN AIRCRAFT, ETC.",GENERAL OPERATING RULES,NONE,0,0,PILOT NOT CERTIFICATED,2824.522308892356,547.8739469578783
2002,19800105013439I,PORTLAND,BEECH,BE-18,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT,11000.0,2000.0
2003,19800106011079I,BANGOR,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
2004,19800112014929I,PORTLAND,BEECH,BE-18,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,,0,0,COMMERCIAL PILOT,1530.0,30.0
2005,19800113014939I,PHILLIPS,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2100.0,300.0
2006,19800126015909I,BANGOR,PIPER,PA-22,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,650.0,100.0
2007,19800130020409I,PORTLAND,BOEING,737,SCHEDULED AIR CARRIER,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,7000.0,3000.0
2008,19800206020809I,AUGUSTA,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT,3200.0,720.0
2009,19800209023069I,PORTLAND,GULSTM,GA-112,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,475.0,150.0
2010,19800224003769I,MILLINOCKET,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,,0,0,STUDENT,15.0,15.0
2011,19800303047469I,WHITEFIELD,PIPER,PA-22,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,130.0,120.0
2012,19800325040149I,BANGOR,CONVAIR-GENERAL DYNAMICS,CV-240,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,,0,0,AIRLINE TRANSPORT,10700.0,400.0
2013,19800328032639I,AUGUSTA,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT,9000.0,3500.0
2014,19800420043999I,BANGOR,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,,0,0,STUDENT,85.0,40.0
2015,19800428046479I,BANGOR,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT,4300.0,2200.0
2016,19800526058059I,NEW BRADFORD,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,110.0,10.0
